benchmarkTranspose2-Size-600-cores-1
1232447,1155757,1136823,1145930,
benchmarkTranspose2-Size-600-cores-2
583818,585369,597582,595624,
benchmarkTranspose2-Size-600-cores-4
297914,304469,299427,301397,
benchmarkTranspose2-Size-600-cores-8
289559,282841,295878,286474,
benchmarkTranspose2-Size-800-cores-1
2749804,2727643,2715340,2722710,
benchmarkTranspose2-Size-800-cores-2
1418188,1403333,1399164,1397039,
benchmarkTranspose2-Size-800-cores-4
739852,715500,738238,716846,
benchmarkTranspose2-Size-800-cores-8
705354,705022,712626,730821,
benchmarkTranspose2-Size-1000-cores-1
5338340,5364434,5326088,5369480,
benchmarkTranspose2-Size-1000-cores-2
2756231,3013919,3241525,2838158,
benchmarkTranspose2-Size-1000-cores-4
1844290,1861325,1841296,1776466,
benchmarkTranspose2-Size-1000-cores-8
1674583,1719675,1658272,1457027,
benchmarkTranspose2-Size-2000-cores-1
45876034,43709857,44104093,44042432,
benchmarkTranspose2-Size-2000-cores-2
23116102,22663752,22618376,22837294,
benchmarkTranspose2-Size-2000-cores-4
11623711,11644065,11598061,11603574,
benchmarkTranspose2-Size-2000-cores-8
11636082,11631027,11550030,11595136,
benchmarkTranspose2-Size-4000-cores-1
348629691,349071620,347293634,346166882,
benchmarkTranspose2-Size-4000-cores-2
178263104,179165112,179545002,179179798,
benchmarkTranspose2-Size-4000-cores-4
93557016,93612536,94092446,94137250,
benchmarkTranspose2-Size-4000-cores-8
93692159,93420356,93768427,93660414,
benchmarkTranspose2-Size-6000-cores-1
1170085977,1173177231,1169895925,1175759009,
benchmarkTranspose2-Size-6000-cores-2
610982433,609263890,608887098,611226768,
benchmarkTranspose2-Size-6000-cores-4
317360644,317128456,317058479,317379580,
benchmarkTranspose2-Size-6000-cores-8
317260521,317386863,317761267,317589656,
